Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
validBarcodeReads,Fraction of reads with cell barcodes that match the whitelist,,,,False,DataProperty,,sage.annotations-qc.validBarcodeReads-0.0.2,,number,sequencing
