Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
medianNumberGenesPerSpatialSpot,Median number of genes detected per tissue-associated spatial spot; detection is defined as at least one UMI count.,,,,FALSE,ManifestColumn,,https://www.10xgenomics.com/support/software/space-ranger/latest/analysis/outputs/space-ranger-metrics-summary,,number,spatial
