Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
line,"The name of genetically modified (GM) line; ""Unmanipulated"" for non-GM animals",,,,FALSE,ManifestColumn,,MARMO-AD,,string,MARMO-AD
