Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
ageMatchedID,Age-matched controls for GM animals; GM counterparts for unmanipulated animals. Maps to individualID in individual metadata,,,,FALSE,ManifestColumn,,MARMO-AD,,string,MARMO-AD
