Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
generation,"generation number; is a count of the number of biological reproduction events elapsed from some starting reference point",,,,False,ManifestColumn,,http://semanticscience.org/resource/SIO_010061,,string,mouse
