Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
genotype,"A description of the genetic makeup of an individual or animal model, covering either the whole genome or specific genes or regions of interest. A genotype is usually written as the ways it differs from a standard reference (such as a reference genome or wild-type strain), or as the common name of a strain, line, or genetic background; for individuals and animal models, this is the genotype of the individual or strain, including any transgenic or engineered alleles that define the model (e.g. 5XFAD).",,,,True,ManifestColumn,,http://purl.obolibrary.org/obo/GENO_0000536,,string,mouse
