Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
brainWeight,Weight of brain in grams (g). Use missing or unknown if not available,,,,False,ManifestColumn,,sage.annotations-experimentalData.brainWeight-0.0.2,"#NeuropathMetadataTemplate required error",number,clinical
